"DeathRate","Perc_OnlyPrivate","Perc_Private","Perc_Poverty","Perc_MarriedHouse","Avg_Cases","Mean_Male","Mean_Female","BirthRate","Perc_Married","Perc_Unemployed16","Perc_HighSchool25","Perc_HighSchool18_24","Perc_Col18_24","Perc_Bach25","Perc_Emp16","Avg_DeathPerYear","Mean_Income","IncidenceRate"
159.3,51.4,71.9,12,51.02820746,87,43.4,45.9,6.48694187,57,5.7,37.5,35.9,NA,12.1,58.8,34,50108,453.2
174.2,NA,63.5,11.7,52.70108043,16,48.6,46.9,3.333333333,59,9.2,39.3,40.4,NA,10.3,51.8,5,51978,535.4
160.2,59.5,72.2,15.3,49.44003503,2809,33.9,35.8,5.98333118,49.2,7.7,25.5,26.7,NA,21.8,63.4,965,53342,473.3
219.4,29.4,46.7,23.3,56.87263556,57,46,47.6,4.102564103,57.5,5.9,40.2,38.7,NA,8.8,43.9,29,31765,445.8
190.1,55.4,71.9,11.3,55.08958456,215,39.7,42.8,4.636217581,55.2,9.1,45.1,40.5,NA,10.7,58.2,90,50302,462.1
232,30.8,46.7,21.2,47.36401134,296,45.4,48,6.101525381,48.5,11.1,40.9,36.1,NA,7,44.1,139,37433,496.9
162,32.5,43.1,31.5,27.30922949,5834,30.9,35.2,5.67890152,31,14,27.3,26.4,NA,12.3,51.2,2059,33687,455.3
144.3,35.2,56.9,18.3,54.82982707,137,46.8,49.2,6.462075848,59.1,13.5,37.8,40.8,NA,10.5,46.4,46,38155,455.6
176.2,NA,46.7,32.3,53.14984709,24,38.7,50.3,12.47920133,42.6,8.3,44.5,51.8,NA,4.8,24,13,35424,322.4
188.1,60.6,77.5,10.7,55.96274794,121,37.9,39.1,7.209673739,58.9,3.9,42.9,30,NA,13.1,64.9,49,55781,482.7
148.6,49.9,67.8,11.6,56.55389457,98,37.4,38.9,8.150028201,56.4,4.8,35.8,30.1,NA,10.6,62,34,50370,461.2
104.8,56.3,76.1,14.1,65.12915129,13,46.3,47.6,6.976744186,72.3,0.9,32.6,49.1,NA,16.1,67,4,46923,336.1
173.8,64.2,80.3,7.5,62.34448122,254,42.7,44.1,5.627462015,57.4,5.3,29.9,34.7,40.8,21.6,65,100,80650,429.6
203.3,NA,50,31.1,42.3475685,114,34.4,37.2,5.410413193,42.9,8.2,39.9,36.3,NA,5.6,49.6,50,35055,470.4
176.6,63.7,81.2,11.1,57.94421328,191,38.1,40.1,4.504381161,57.7,4,35.7,25.2,59.6,17.5,65.3,76,57046,471
162.2,65,81.7,10.4,52.94568639,765,42,44.5,3.127101547,51.1,6.4,23.3,28.5,NA,25.8,61.1,265,70705,492.3
210.7,33,48.4,25.1,48.21428571,48,39.1,44.5,5.091311566,52.5,9.5,42.8,56.4,NA,10,NA,25,30935,407.9
176.7,52.8,68,16.7,47.87605912,663,39.5,40.1,4.081698817,50.8,6.2,30.7,29.7,NA,18,55.5,267,43212,451.1
167.4,69.5,82.3,6.4,60.63639025,645,36.3,38.5,4.891733624,57.9,5.3,28.9,34.8,NA,23.5,65.1,231,70358,455.2
186.7,66.1,82.3,7.2,52.66592692,572,36.2,38.9,4.693221178,50,6.3,32.2,35.7,NA,17.2,64.2,239,86703,420.5
155.2,NA,57.5,14.4,54.61738163,94,31.9,34.3,6.633380884,53.4,6.4,26.2,23.5,NA,11.2,60.1,37,50124,390.1
187.7,59.2,76,13.1,56.91467003,85,42.1,42.7,4.229447528,57.7,5.4,42,35.3,NA,9,57.7,44,46874,364.9
173.6,54.4,67.6,20.6,44.69897734,1333,34.5,37.2,5.445266147,47.4,6.8,27.9,23.1,58.9,19,58.9,552,40386,434.6
195.2,51.8,64.7,17.6,44.50887548,2624,36.6,39.5,5.596850638,44.7,10.5,35.4,34.8,NA,13.8,55.3,1086,50774,478.8
243.6,37.3,53.4,20.6,41.92307692,14,51.2,45.9,0,27.6,5.2,42.9,8.6,NA,6.8,36.9,8,33789,467.1
155.6,57.5,72.4,13.9,51.38981814,177,33.4,35,5.116736739,47.6,6.1,34.6,25.4,NA,16.2,62,72,52224,396.1
183.6,50,64.8,21.6,51.65941773,296,26.6,31.1,8.722576079,51.1,12.7,32.7,45.7,39.4,10.4,43.5,115,36736,469.2
170.6,46,65.1,13.6,61.11249938,344,45.4,47.4,4.243210863,61.4,8.9,34.2,54.3,NA,15.7,48.1,132,53945,467.4
179.1,NA,49.6,24.5,45.9153381,105,35.4,38.6,6.543128895,-999,11.9,36.9,40.1,NA,10.3,55.1,47,37715,408.6
151.2,NA,75.8,7.7,53.68635766,1190,44.8,47.1,3.812301967,53.8,7.1,29.3,33.4,NA,19.5,63.8,389,73413,480.9
197.1,58.2,73.9,13.5,52.81049885,188,36.4,39.3,4.543828265,45.4,7.3,42.8,34.4,49.2,8.7,50.1,85,49467,444.2
167.7,51.7,62.9,15.6,43.81306543,1962.667684,35.9,37,5.125073246,44.6,10.8,28.8,35.5,NA,15.1,57.7,3120,51241,453.5494221
208.7,42.1,56.3,25.6,50,38,40,39.7,0.41322314,-999,17.1,38.1,55.3,27.7,5.6,44.5,22,30665,355.2
118.4,51.8,67.2,11.4,58.32908813,26,41.8,45.6,6.155507559,60.9,5.1,35.1,41.4,NA,12.6,56.2,9,45784,381.7
166.8,NA,46.3,18.7,56.37254902,20,53.5,55.6,11.23809524,55,12,28.6,14.2,NA,16,34.9,10,37294,325.4
161.2,NA,72.2,13.7,51.68844149,192,35.3,39.3,7.123638693,53.7,3.1,29.3,28.8,52.8,13.6,68.4,69,51836,473.4
136.9,67.2,77,7.7,50.5801881,83,38.2,37.9,1.745232098,47.7,2.6,17.9,25.2,NA,37.8,76.5,23,75348,402.7
178.7,42.9,58.5,21.9,42.75182259,1296,35.2,39.1,5.545831589,42.4,12.1,22.6,25,NA,17.5,48.9,500,42302,489.2
154.2,42.9,65.8,15.5,51.75792507,62,45.5,52,2.429149798,48.2,10.8,43.2,51.4,NA,13.1,38.7,24,45308,419.3
177.7,48.9,69.6,14.7,55.68151859,1962.667684,44.6,47.1,6.184256155,58.5,7.1,31.8,27.1,52.7,15.1,54.2,123,48525,453.5494221
176.8,39.3,52.9,21.4,45.09297521,116,39.9,42.9,7.219802888,48.1,10.8,45.7,27.3,NA,5.7,46,47,35351,454.2
177,NA,79.7,8.9,52.69406393,43,45.7,48.4,8.209538702,60.2,3.5,38.6,41.4,NA,15.2,63.1,22,56298,381.4
174,62,77,12.3,56.06891428,407,38.5,39.7,4.763673015,53.7,7.6,40.8,45.7,NA,9.2,NA,126,54924,536.2
184.3,31.6,57.6,20.1,51.06536419,1269,54.4,56.1,3.923080412,54.6,13.1,38.2,42.3,NA,11.1,35.8,557,36383,452.5
205,55.8,68.2,19.7,47.19623253,423,33.2,34.8,4.761498421,44.8,8.6,29.5,24.8,NA,16.7,56.7,164,44358,523.5
188.9,NA,65.2,15.7,53.31902246,88,44.9,46,6.140350877,56.7,7.4,51.2,40,NA,6.7,NA,41,40646,423.2
189.7,59.3,76.2,8.7,56.83162842,259,41,43.2,5.221317107,57,6.3,46,48.7,NA,10.6,62.2,103,54920,479.1
187.4,51.1,65.4,15.5,50.00462036,411,37.4,40.2,5.317306713,50.8,7.7,36.6,38.5,NA,13.2,58.9,172,51303,450.4
185.4,56.4,71.1,12.1,49.82392595,138,41.3,43.3,5.697445973,45.1,9.7,39.7,48.5,NA,9.7,55.3,60,52288,414.5
171.4,47.7,63.8,19.5,39.61304807,193,37.7,43.2,4.512392241,44.8,7,34.9,39.2,NA,16.8,58.5,79,39882,445.5
179.4,-999,70.6,15,48.79100208,819,41,44.5,4.508674734,50,6.4,48.2,40.5,NA,13.1,55.5,328,43343,478.4
216.2,32,46.5,38.1,29.86500519,70,36,38.7,1.921422426,29,16.8,40.5,16.5,NA,9.8,40.3,35,25413,433.9
173,NA,69.1,12.2,52.63819095,1962.667684,39.9,44.5,5.622270742,59.2,4.2,36,31.1,NA,14,62.8,26,47164,453.5494221
151.9,48.4,70.5,13.3,52.20747144,1962.667684,43.8,48.5,10.703125,58,6.9,32.8,31,40.6,13.1,60.7,20,45443,453.5494221
166.2,NA,58.5,19.1,51.786807,288,40.5,49,5.417177079,49.8,9.2,39.2,38.5,NA,9.4,35.1,110,41385,454.3
160.1,56.9,73.4,10.7,55.24062236,356,39.1,42,5.497771174,55.6,5.1,38.5,36.1,42.6,13.5,61.8,123,52485,482.4
209.2,37.2,50.2,19.8,52.06077259,85,36.5,45.8,6.283213504,47.3,10.4,38.8,34.9,23.7,7.7,44.8,48,40788,383.8
181,53.5,68.9,13.8,49.83858598,782,39.1,41.9,5.93936457,49.4,8.5,38.1,33.7,NA,12.3,56.5,320,54606,457
192.8,35.4,48.5,25.3,49.2949111,50,35.5,41.8,5.602094241,47.3,6.8,44.2,39.9,NA,5,42.3,23,35955,434.9
186.2,49.5,68.3,15.1,47.58723829,164,44.1,48,4.970530452,50.3,6.4,43.7,30.6,NA,11,51.9,69,43572,481.6
258.7,42,59,18,52.40904621,17,42.9,46.9,2.195121951,60.9,2.2,36.3,44.4,NA,15.3,60.8,10,41800,456.9
111.3,34,69.4,14.6,53.59477124,12,60.2,58.2,10.79136691,63.1,1.1,38.6,33.9,NA,14.6,51.3,5,38636,327
163.9,36.8,53.8,21.2,48.66094644,91,38.4,40.9,6.839517211,47.9,14.4,29.5,33.2,NA,11.3,47.2,42,42753,358.5
154.5,65.9,81,11.3,53.81222432,1962.667684,34.2,37.2,5.794871795,55.6,2.7,28.9,20.1,NA,18.6,68.9,15,50639,453.5494221
219.8,41,54.2,18.9,51.56748911,100,36.2,40.3,7.704581719,50.2,8.9,39.3,44.9,NA,7.7,NA,48,40526,469.3
166.3,37.6,58.3,17.6,48.39043119,336,45.7,49.7,5.271431566,50.7,8,27.8,40.1,NA,18.4,49.4,152,44113,411.2
140,63.8,76,7.5,53.65425415,3648,38.2,40.8,5.015576324,51.9,6.7,16.5,25.5,NA,27.1,64.1,1186,100806,447
183.1,NA,56.3,18.5,51.75879397,28,52,54.6,6.469002695,55.6,7.6,35.4,38.9,NA,12.7,55.5,15,38750,376.8
189.4,54,70.7,14.6,54.49160425,275,38.8,41.1,5.646027941,53.6,7.8,42.8,31.4,NA,13.1,57,127,47369,426
124.8,NA,63.9,12.9,63.41986917,672,33.4,35.9,6.593968853,59.4,7.7,24.6,32.9,50.3,17,52.5,223,50169,408.4
222.1,NA,59.9,19.7,57.92579144,153,38.3,41.3,7.169811321,57.2,9.6,42.8,53.5,NA,5.2,47.5,65,38261,533.6
199.9,46.8,64.4,16.9,51.85447464,178,41.5,44,4.447587616,52.4,9.9,42.3,36.2,NA,9.7,50.6,78,41326,469.4
172.6,52.6,68.5,14.3,47.02387268,583,33.2,36.2,5.823193854,49,5.7,29.4,33.2,NA,16.1,59.3,206,51138,490.9
198.5,46,58.9,20.5,52.6920083,465,36.7,39.3,4.433836917,50.4,11.4,34.6,34.6,NA,11,51.6,195,43385,476.8
193.8,NA,72.9,14.5,49.51324812,316,39.3,43,5.511627907,51,7.6,43,40,NA,9.7,58.9,149,46447,424.2
183.4,NA,75.4,14.6,53.12202694,227,28.6,31.1,6.303106282,49.6,8,30.7,20.8,NA,15.9,54.9,87,49949,472
166.9,NA,76.8,10.7,56.50806959,150,46.7,49.2,7.092543114,59.3,5.6,38.2,30.4,NA,15.1,59.4,62,51282,421.6
220.4,41,53.4,24.7,47.55445952,32,36.7,39.4,8.315256688,41.8,10.2,43.5,30.9,NA,6.8,39.6,17,38473,391.5
182.8,NA,69.8,12.4,49.7916778,879,35,38.8,5.717229536,51.6,6.9,26.2,32.7,46.4,17.8,NA,380,55952,430.2
158.6,60,72.5,12,49.80425278,1214,35.7,37.9,5.921762149,51.4,6.1,31.3,28.7,NA,20,65.4,406,54141,479.1
174.1,39.4,53.2,20.1,51.83033448,270,36.5,39.2,5.031504818,50.2,6.4,33.4,32.7,41.3,12.1,50.2,105,38465,454.8
183.7,38.5,52.5,19.3,52.7479746,63,36.1,38.2,6.25698324,53.7,8.5,41.9,44.2,35.1,6.3,48.9,25,40002,453.4
189.9,50.7,65.2,17.8,44.6376899,465,35.6,38.3,6.216255654,44.9,7.5,36.8,37.5,NA,13,59.3,195,45431,469.6
146.6,58,80.1,13.2,51.73501577,17,41.6,49.5,15.65656566,52.4,0.7,34.3,59.2,NA,17.5,60.9,6,46633,432
195.5,46.4,60.9,18.9,50.4494786,77,33.7,42.2,4.645550528,47.9,7.8,40.2,43.5,24.4,6.1,49.7,33,44119,457.7
162.9,52.3,69.6,12.3,56.92536996,124,42.2,43.9,5.734425605,56.3,5.7,51,47.1,NA,8,56.2,54,48944,393.5
190.4,NA,58.5,20.1,55.10204082,74,41.9,43.6,7.020802377,53.8,4,45.4,41.2,NA,7.4,50.9,31,39033,468.7
179,58.3,71.8,18,46.86523551,875,30.4,33.2,5.461320085,42.1,7.6,30.5,23.6,NA,17.6,53.9,327,46892,479.9
159.2,48.9,69.3,13,53.65382552,115,47.1,49.2,6.476146578,55,4.1,36.3,46.7,32.4,13.8,51.9,58,48497,338
195.8,NA,48.2,20.9,49.43181818,29,39.8,43.8,4.588744589,52.6,9.1,42.8,45.2,NA,9.4,50.4,16,36566,372
205,37.3,52.8,22.2,42.25182366,256,38.5,43.1,6.027155315,44,7.6,40.5,40.2,NA,11,47.6,110,36003,485.3
167.4,51.7,68.1,14.2,51.07688874,403,39.1,42.4,5.866611774,52.6,6.8,36.1,33.3,NA,14.1,60.6,158,46061,467.4
178.8,55.2,65.9,18.4,38.79198202,2082,31.7,34.7,4.474235159,39,7.6,26.7,22.8,NA,21.6,60.9,759,46831,487.1
232.3,NA,37.7,33,44.95813615,87,39.4,42.9,6.230133503,48.7,12.4,34.3,39.5,NA,5.1,38.1,38,28647,522.1
211.8,NA,63.6,20.7,56.62913186,43,32.3,42.9,2.90368272,45.9,5.5,33.4,32.3,NA,8.5,38.4,21,41363,434
158.1,49.8,66.5,10.9,56.87382298,144,45.9,48.9,5.062486761,55.7,1.8,36.9,48.2,NA,11.5,NA,64,49830,386.3
156.6,58.7,68.4,10.7,58.70105926,2075,35,36.8,5.683202717,54.3,7.6,23.5,31.2,42.1,20.4,64.3,706,72131,446.2
167.3,20.7,27.2,38.8,52.81829642,73,30.8,35.2,4.799131379,44.3,11.5,35.5,49,NA,6.4,31.7,35,29782,345.6
174.8,45.5,67.7,14.3,55.73170732,1962.667684,40.4,42.7,8.419023136,59.5,5.9,39.1,30.5,50.1,10.5,59,22,45368,453.5494221
181.7,60.3,76.6,9.2,56.65114732,1962.667684,40.1,42.7,5.58244595,58.3,5.5,40.8,38.5,NA,12.8,66.8,37,59893,453.5494221
188.2,46.6,62.7,16.5,51.82077766,385,40.3,42,4.666419111,51.1,8.4,34,33.7,NA,12.6,54.4,168,46715,431.5
212.9,33.7,48.7,25.1,58.09248555,70,43.4,43.3,8.753056235,55.8,12.3,49.1,51.1,NA,5.8,39.6,26,32961,591
198.7,NA,65.5,20.2,46.48961979,932,42.1,45.8,5.078382982,47.6,8.4,49.9,42,31.5,9.7,48.1,394,36902,495.6
217.7,39.1,55.6,24.6,46.82013912,105,37.8,42.2,4.002444241,46.1,6.9,41.9,43.3,NA,8.4,43,47,37130,518.6
250,26.7,48.8,29.5,38.52216749,20,46.8,52.2,8.61618799,40.2,11.2,40.7,53.9,NA,6.3,38.9,10,29477,527.2
160.4,NA,39.1,29.7,48.09574657,176,38.4,41.8,8.085035152,44.2,9.4,40.9,37.9,NA,6.8,43.2,73,36945,392.9
189.1,NA,65.6,22.4,48.51193606,257,34,39.4,4.908292431,50.6,10.9,32.2,37.7,NA,10.8,47.7,106,41940,459.6
224.4,40.6,51.5,25.9,41.16047144,178,35.2,37.8,6.394230769,40,10.3,36.7,40.4,NA,10.7,48.6,83,34526,478.6
170.4,38.7,60.2,25.8,50.44770774,76,46.9,46,3.812668868,53.5,10,40.5,46.2,NA,7.6,42.2,36,32456,377.1
176,61.6,76.7,8.5,54.00578752,3012,40.5,43.4,4.322689366,50.9,7.9,29,34.5,NA,22.1,62.4,1037,74576,517.7
229.5,NA,51.2,27.1,52.61639885,43,40.6,42.8,4.84804631,53,14.7,39.1,48.9,29.2,6.5,42.4,19,30828,548.3
189.9,49.6,60.2,22,35.13170821,4630,33.1,35.2,4.989477448,38.1,9.3,28.1,27.8,NA,19,59.7,1813,42946,494.3
194,35.5,53.8,20.3,48.82454509,128,49.5,50.1,6.290471785,52.8,10.5,40.5,42,NA,11.9,45.8,53,36994,478.1
192.6,41.9,57.7,18,51.95195195,86,39.5,42.7,5.039267016,49.4,9.3,43.1,47.8,38.7,6.7,50.8,35,40312,505.2
191.7,NA,54.2,20.7,53.76058041,54,38.5,40.5,7.799915218,54.8,7.8,34.4,30.5,49.3,8.4,47.2,28,35522,374.7
200.2,45.9,61.2,12.5,59.27545284,55,39.2,39,4.884922499,54.4,4,42.5,46.4,32.3,10.2,54.6,25,52662,456.5
237.1,33.7,46.3,25,50.22233202,71,38.5,41.7,7.418397626,47,9.6,37.3,39.2,NA,7.7,40.9,37,34172,463.9
190.7,49,63.8,18.9,42.50741385,1511,41.2,45.4,4.348522463,45.1,9.5,38.1,31.8,43.3,14.2,53.7,661,41316,463.1
163.6,53,71.5,12.8,54.01155144,258,45.4,47.3,4.344746163,55.5,7.7,46.7,40.1,NA,10.8,54.4,100,49552,434.1
162.9,58.1,75.4,11.5,49.43957335,657,42.2,44.2,5.349606951,50.8,6.4,28.3,26.2,NA,17.2,60,228,58473,484.6
194.2,48.8,66.9,16.7,55.45062062,182,41.2,44.1,4.735242361,54.5,6.8,41.1,41.2,35.9,11.7,46.8,78,41121,475.8
192,40.4,56.4,14.7,48.00288288,1108,40.2,43.9,3.958736974,-999,10.3,25.8,27.5,NA,12.8,47.9,465,43661,478.8
202.4,NA,65.5,18.1,47.76971508,259,39,41.2,5.059607622,51.3,8,36.6,34.4,NA,10,NA,110,43040,477.1
156.1,NA,74.6,10.8,51.75899609,435,35.2,38.2,5.053669323,53.3,5,26.3,36,NA,17.8,61.3,159,57192,438.5
133.2,60.4,72,9.6,60.49540115,97,29.3,30,9.686539644,57.2,5.1,34.7,49.3,NA,11.8,61.7,35,65489,365.5
222.5,NA,62,18.3,50.39924354,152,42.9,45.3,5.062186341,55.6,7.4,41.3,44.5,31.7,10.2,53,74,39232,483.4
168.6,52.8,67.7,15.4,54.91358025,512,36.9,39.4,4.397120317,51.9,9.7,29.8,33.6,NA,14.9,55,193,52903,466.8
168.8,51.2,63.8,17.9,40.78656398,1258,32.8,35.8,5.771170399,41.1,9.7,25.5,28.3,NA,20.3,55.8,473,50154,455.8
169.9,55.4,74.5,11.9,50.87449211,1390,37.1,39.9,5.180155167,52.4,8.5,22.7,31.7,46.2,20.3,56.5,483,61653,495.9
143.8,56.3,65,12.9,54.60626758,12694,35.8,38.4,4.827807522,50.1,7.6,17.7,27,NA,24.4,60.9,4410,76061,418.6
146.7,NA,61.1,14.1,51.46038226,2013,45.2,48.2,4.574507344,52,8.6,30.7,37.9,NA,16.8,49.5,823,51673,399.1
145.5,62.7,73.3,12.5,53.19678723,2147,35.3,37,5.186880244,53,7.6,19,31.7,NA,26.1,63.6,713,66315,429.2
194.5,38.8,53.7,24.7,46.30368458,67,40.5,42.9,7.049608355,48.2,8.5,32.1,45.3,24.8,10.6,43.8,28,31963,473.8
209.2,44.2,62.1,17.2,47.83757339,124,33.2,36.4,6.363038474,51.9,7.6,27.2,34,NA,12.8,52.6,58,41370,448.8
198.6,40.7,57.7,18,52.04755614,18,-999,44.2,3.899721448,55.1,3.9,39.7,40.6,NA,18.8,55.8,6,36903,573.8
133.2,42.5,55.8,20.9,57.40169622,37,34.5,37.8,7.342657343,54.8,6.4,35,52.8,NA,11.2,46.8,15,37527,374.1
199.2,44.1,63.4,19,53.94934112,212,40.3,43,5.24857851,54.3,9.5,38.8,39.4,NA,11.4,52,84,39807,528.4
227.2,46.9,59,19.7,52.26091221,168,39.6,40.6,5.50827789,-999,8.7,39.9,35.9,38.1,8.8,50.8,71,45557,534
140.7,NA,80.2,7.5,66.62133447,160,32.6,34.1,5.625717566,60.4,1.8,31.9,21.3,NA,17.9,72.2,57,60205,427.3
126,62.9,82.7,11.7,58.630394,26,40.9,44.7,12.01143947,60.8,1.5,28.7,21.1,NA,20.5,66.4,12,51817,320.2
165.3,61.2,78.9,10.8,58.10750661,590,41.8,43.9,4.47016211,55.7,5.7,42,35.8,NA,12.6,60.7,219,60179,470.7
180.2,44.7,65.1,18.4,49.58100559,62,37.7,45.5,2.110199297,50.8,3,39.4,25,NA,12.2,43,24,44309,472.6
126,47.7,64.7,14.1,59.25306577,1962.667684,42.3,45.2,6.165919283,63.1,2.6,28.7,21.7,NA,17,62.1,9,45945,453.5494221
185.3,61.5,75.7,7.7,60.09506026,389,39.1,41,5.175688509,57.4,5.2,30.5,35,NA,18.4,63.9,157,65485,456.6
106.1,54.4,67.6,10.6,58.43071786,12,31,39,10.1488498,56.4,5,37.2,34.6,42.5,14.2,62.1,4,60810,318.9
178.9,53,75.5,10.3,51.62589037,51,45,47.7,4.989154013,56.2,3.2,44.7,46.1,NA,11.9,62.5,22,48216,440.7
113.9,60.9,78.4,10.1,57.21052632,25,43.5,45.8,6.575682382,64.9,3.1,40.8,38.4,NA,16.3,66.6,8,51246,395
174.2,66,82.6,7.2,52.77076545,1299,40.9,42.9,4.520913789,54,6,25.9,26,NA,23,62.8,446,71885,508.7
174.8,38.1,53.4,21.5,50.04540982,401,41.9,45,5.963398511,50.4,12.2,31.8,32.1,NA,10.4,46,163,35629,443.9
227.1,36.9,56.8,21.5,41.0632622,103,45.2,50.5,6.455750321,46.4,9.5,34.2,39.8,35.9,14,48.1,48,36822,527.2
193.5,47.8,60.9,16.7,47.48124195,1121,38.3,41.1,4.970818676,48.2,11.2,30.1,36.8,NA,13.5,55,451,42056,482.3
144.6,NA,63.2,16.9,60.60445387,169,42.9,46.1,3.822835972,62.7,6.8,31.2,33.7,NA,12.6,48.9,54,42126,469
151.8,62.3,72.6,26.4,39.40534539,545,24.6,25.8,4.690848607,37.4,6.4,20.4,12.5,70.3,20.8,58.7,193,41641,424.7
151.3,38.1,51.7,20.1,51.72964343,19,38.1,38.5,6.255585344,53.4,12.4,34.4,28.3,NA,9.4,51,8,39601,358
180,55,70.6,13.3,55.42524041,866,40.9,42.5,4.318836947,49.6,12,36.6,35.3,NA,14.9,56,334,59492,460.1
157.6,41.9,56.6,16,57.41970774,184,36.4,38.4,9.86429301,58.2,4.8,43.3,35.4,NA,8.4,61.2,70,45316,455.2
193.4,51.6,65.5,21.8,49.87153482,110,38,39.6,7.024889509,49.9,9.2,44.8,48.5,33,8.1,50.7,44,39089,510.2
147.5,59.5,78.8,10.4,62.42960579,15,41.6,45.6,6.593406593,65.5,1.7,31.1,31.4,NA,13.5,64.6,7,56080,327.2
292.5,40.7,52.9,26.7,42.68932243,91,38.1,38.9,5.682216766,45.4,8.3,40.7,40.9,26.7,6.1,44.5,40,32783,630.4
129.3,57.5,70.6,10.7,49.65834612,233,37.6,40,5.222636717,51,5.2,19.4,23.4,NA,27.3,63.7,69,60658,415.5
187.3,NA,70.6,11.1,50.69751616,338,43.4,46.7,4.626911005,48.2,9.1,36.3,37,NA,12.2,48.3,128,52597,505.7
187.2,56.5,69.5,13.4,57.6884055,343,37.4,39.3,5.976467659,57,8.4,38.4,45.4,31.8,11.8,60.2,128,52640,496.6
205.4,48.6,66,16.8,43.74346505,1285,40.9,44.3,4.091266719,47.9,7,37.3,33,NA,14.7,54.1,539,43936,508.7
158.6,40.6,57.2,15.4,60.75829384,47,37.1,38.6,8.783008037,60.6,4.2,37.4,27.3,NA,11.8,59.3,19,46750,427.3
193.9,38.3,48.7,22,47.5308642,122,36.3,38.2,9.509579891,48,7.9,35.7,30.9,33.6,9.6,52,60,35772,403.3
176.7,50.3,70.1,10.9,52.53935141,1962.667684,42.7,44.5,6.153360682,56.3,5.7,31.4,29.2,NA,15.6,57.9,160,50162,453.5494221
186.9,NA,64.7,19.7,40.44286375,2919,37.5,41.2,5.362001513,44,9.4,28.8,26.7,NA,15.3,NA,1252,42994,451.9
173.5,NA,62.5,19.7,53.98618958,27,46.5,49.6,5.562130178,47.5,10,32.3,42.1,NA,9.8,39.5,12,40722,392.3
146.4,41.1,66.2,10.8,49.33984074,3000,52.2,55.5,3.94772339,53.5,8.2,30.2,38.9,NA,19.3,45.6,1247,52109,410.8
218.9,30.3,40.5,29.8,39.00966184,61,39.4,41.9,4.011887073,38.7,14.4,31.5,29.7,NA,6.2,44.1,25,34604,529.5
193.1,51.1,70.2,16.5,50.28173913,250,39.7,44.8,5.418650238,49.9,7.9,35.9,29.2,NA,11.6,52.3,100,44435,506.5
179.3,51.8,73.5,14.1,52.2468299,295,44.9,47.2,5.312538077,54.4,6.6,47.2,41.8,NA,11.7,NA,113,44651,496.8
192.8,60.6,73.5,11.8,61.04842736,132,35.9,37.3,5.414364641,56.4,7.2,28.6,23.2,NA,13.7,59.1,44,64533,520.4
181.6,49.1,62.6,17.7,48.6859826,1456,36.9,39.3,5.772383445,49.2,8.9,29.8,32.8,NA,14.6,55.8,579,44050,458.5
162.6,45.4,58.6,18.5,44.60242547,1962.667684,31.8,34.7,6.561704535,44.2,10.6,26.1,24.7,NA,17.4,58.5,79,43706,453.5494221
189.6,46.5,59.4,19.5,43.66264295,847,35.6,38.8,5.846434788,39.6,11.1,39.4,40.9,NA,10.5,51,317,45438,511.3
164.7,57.4,74.3,14.2,48.18933417,1549,36.4,39.3,5.111191026,49.8,8.5,21.3,30,46.8,24.7,59,578,58833,437.1
155.7,59.1,73.6,12.3,55.50427582,86,35.2,37.6,3.668042182,52.9,5.1,39.7,39.2,NA,11.9,57.4,35,56067,378.2
163.7,58,71.2,10.2,59.52341552,245,37.3,39.2,5.621301775,55.1,9.7,36,31.3,NA,12.6,60,87,58792,447.8
204.3,53.1,66.7,16.9,47.13293141,564,34.4,36.7,5.35618844,44.7,8.8,31.9,26.1,NA,16.3,59,221,51927,532.1
154.1,62.2,80.1,8.9,57.22070845,102,42.3,43.5,5.807872282,57.8,3.6,44.1,32,NA,9.9,68.2,38,55958,451.7
199.8,41.6,56.3,19.3,49.87422137,223,38.6,41.4,6.779300818,51.4,11.5,43.1,45.2,NA,7.5,50.3,107,41611,427
178.3,39.5,57.4,21.9,51.42490372,97,46.1,50,2.944539737,53.5,8.3,36,36.3,NA,8,45,52,34885,339.1
93.8,60.5,83.4,8.3,58.37187789,11,51,52.3,14.4,64.5,0.7,34.3,34.6,NA,18.6,63.5,4,67344,330.6
-999,41.1,56.9,19.2,48.77216166,153,29.3,32.9,7.197033541,48.7,9.1,25.2,34.4,NA,12.6,54,66,42620,336.5
215.3,37.3,51.9,19.3,49.22848113,93,40.1,41.3,5.56091289,49.5,7.7,31.2,34.8,NA,10.7,49.4,39,34788,516.6
188.1,39.8,59.2,19.3,55.60993976,115,38.5,46.8,6.233421751,53.5,11.5,41.8,40.6,NA,7.7,40.8,56,40442,384.2
191.7,37.8,57.6,19.1,47.96176046,221,35.7,38.6,7.559938128,50.1,8.1,33.4,29.5,NA,13.5,52.9,101,38187,440.5
217.2,37.2,49.6,24.8,50.47890956,169,40.2,41.5,4.079365079,52.8,13.4,43.6,47.2,32.8,6.4,46,75,34116,493.1
173.1,54.9,65.1,19.3,47.25165806,756,30.5,32,5.272822665,49,6.2,27.9,25.1,NA,17.8,61.5,303,45589,430.3
172.2,NA,82.7,6.1,57.13535713,1758,42.6,44.3,4.370734571,56.8,5.6,26.9,30.9,NA,24.6,68,570,79653,518.8
186.6,59.3,75.1,10.2,46.2518666,162,40.1,40.9,4.609250399,47.3,4.8,29.8,23.8,60.9,17.1,59.7,63,54195,511.5
